,id,text,clean_tweet,created_at,source,retweets,replies,likes,quote_count
1605,1592350480898084865,Please someone count how many times the word sauce was said tonight @GameOfRosesPod #BachelorInParadise,Please someone count how many times the word sauce was said tonight BachelorInParadise,2022-11-15 02:55:13+00:00,Twitter for iPhone,0,0,1,0
1606,1592350471771258880,“I’m a different person now..” KATE!!! What two days ago? Jesus I can’t with you.  #BachelorInParadise #bachelorinparadiseabc https://t.co/GZYvnh4jfy,I m a different person now KATE What two days ago Jesus I can t with you BachelorInParadise bachelorinparadiseabc,2022-11-15 02:55:11+00:00,Twitter for iPhone,0,0,4,0
1607,1592350456197808128,kate is by far the snootiest ass bitch to have besmirched the beaches of bachelor in paradise #BachelorInParadise https://t.co/YecVthJKf6,kate is by far the snootiest ass bitch to have besmirched the beaches of bachelor in paradise BachelorInParadise,2022-11-15 02:55:07+00:00,Twitter for iPhone,0,0,4,0
1608,1592350444676055041,Watching the show knowing how this all ends for each of them is so fucking funny I’m not even kidding #BachelorInParadise https://t.co/0PQBaa71f0,Watching the show knowing how this all ends for each of them is so fucking funny I m not even kidding BachelorInParadise,2022-11-15 02:55:05+00:00,Twitter for iPhone,0,0,0,0
1609,1592350423167688704,Please get Mike Pence off my TV screen during #BachelorInParadise. I want peace. I don’t want to hear from a guy who finally decides to speak up now when he just happens to be selling a book. Piss off. You’re a day late and a dollar short.,Please get Mike Pence off my TV screen during BachelorInParadise I want peace I don t want to hear from a guy who finally decides to speak up now when he just happens to be selling a book Piss off You re a day late and a dollar short,2022-11-15 02:54:59+00:00,Twitter for iPhone,1,0,14,0
1610,1592350422672764929,"Mara walking into paradise, expecting excitement to greet her.

Everyone:

#BachelorInParadise🦀 https://t.co/d0hsTRkkUJ",Mara walking into paradise expecting excitement to greet her Everyone BachelorInParadise,2022-11-15 02:54:59+00:00,Twitter for iPhone,0,0,6,0
1611,1592350419665453056,Doesn’t Mara know marinara is spelled with an i? #notsaucy #BachelorInParadise,Doesn t Mara know marinara is spelled with an i notsaucy BachelorInParadise,2022-11-15 02:54:59+00:00,Twitter for iPhone,0,0,1,0
1612,1592350406507900928,Remember when people only left the beach when not picked at rose ceremony? #quitters #BachelorInParadise,Remember when people only left the beach when not picked at rose ceremony quitters BachelorInParadise,2022-11-15 02:54:56+00:00,Twitter for Android,0,0,3,0
1613,1592350406503694336,"Yo Mara chill, comin’ in too hot! #BachelorInParadise #bachelorinparadiseabc",Yo Mara chill comin in too hot BachelorInParadise bachelorinparadiseabc,2022-11-15 02:54:56+00:00,Twitter for iPhone,0,0,1,0
1614,1592350403211165696,All this crying I’m with the Australian girl on this one lol like y’all no one died!! #BachelorInParadise,All this crying I m with the Australian girl on this one lol like y all no one died BachelorInParadise,2022-11-15 02:54:55+00:00,Twitter for iPhone,0,0,3,0
1615,1592350402649133058,Did y’all read the spoiler about Tyler and Brittany ? Lol  #BachelorInParadise,Did y all read the spoiler about Tyler and Brittany Lol BachelorInParadise,2022-11-15 02:54:55+00:00,Twitter for iPhone,0,1,0,0
1616,1592350368934993920,"#BachelorInParadise @BachParadise Spoilers: Did Brittany Galvin &amp; Tyler Norris stay together &amp; get engaged? Are they still together now? (SPOILERS) #TheBachelor #TheBachelorette #BachelorInParadise #BIP 
https://t.co/Ji0YUKNPqf",BachelorInParadise Spoilers Did Brittany Galvin amp Tyler Norris stay together amp get engaged Are they still together now SPOILERS TheBachelor TheBachelorette BachelorInParadise BIP,2022-11-15 02:54:47+00:00,Twitter Web App,0,0,0,0
1617,1592350361540792320,okay jessenia but what about when you pulled tyler.. why are we pretending like that didn't happen 😭 #BachelorInParadise,okay jessenia but what about when you pulled tyler why are we pretending like that didn t happen BachelorInParadise,2022-11-15 02:54:45+00:00,Twitter for Android,0,0,2,0
1618,1592350353932292096,FINALLY BRITTANY AND TYLER #BachelorInParadise  https://t.co/5et85UKOkp,FINALLY BRITTANY AND TYLER BachelorInParadise,2022-11-15 02:54:43+00:00,Twitter for iPhone,0,0,1,0
1619,1592350341672370176,Where have Brittany and Tyler been at this whole time ?!? #BachelorInParadise,Where have Brittany and Tyler been at this whole time BachelorInParadise,2022-11-15 02:54:40+00:00,Twitter for iPhone,0,0,4,0
1620,1592350334676250625,"Jessenia Falls For A Fuckboy: Season Two
#BachelorInParadise",Jessenia Falls For A Fuckboy Season Two BachelorInParadise,2022-11-15 02:54:38+00:00,Twitter for iPhone,0,0,1,0
1621,1592350318935035904,Tyler and Brittany are cute #BachelorInParadise,Tyler and Brittany are cute BachelorInParadise,2022-11-15 02:54:35+00:00,Twitter for Android,1,0,1,0
1622,1592350307996270593,I can't bring myself to feel bad for a couple I didn't even see #BachelorInParadise,I can t bring myself to feel bad for a couple I didn t even see BachelorInParadise,2022-11-15 02:54:32+00:00,Twitter for Android,0,0,2,0
1623,1592350295174287360,"Andrew: “hate to Jessenia packing…but…”
#BachelorInParadise",Andrew hate to Jessenia packing but BachelorInParadise,2022-11-15 02:54:29+00:00,Twitter for iPhone,1,0,2,0
1624,1592350288752816128,The people that come at the end of paradise is just bad. Like I would not want to come at the end #BachelorInParadise,The people that come at the end of paradise is just bad Like I would not want to come at the end BachelorInParadise,2022-11-15 02:54:27+00:00,Twitter for iPhone,0,0,1,0
1625,1592350285124759553,This beach seems sooooooo boring #BachelorInParadise,This beach seems sooooooo boring BachelorInParadise,2022-11-15 02:54:27+00:00,Twitter for iPhone,0,0,1,0
1626,1592350275935031296,We know nothing about these couples and it is annoying. #BachelorInParadise,We know nothing about these couples and it is annoying BachelorInParadise,2022-11-15 02:54:24+00:00,Twitter for iPhone,0,0,0,0
1627,1592350256012103680,"I’m lactose intolerant, I can’t handle this much butter.. #BachelorInParadise #bachelorinparadiseabc",I m lactose intolerant I can t handle this much butter BachelorInParadise bachelorinparadiseabc,2022-11-15 02:54:20+00:00,Twitter for iPhone,0,0,0,0
1628,1592350251478024192,Imagine if Justin lived in the hood of bmore. How fast would Eliza run? Lmaooo #BachelorInParadise,Imagine if Justin lived in the hood of bmore How fast would Eliza run Lmaooo BachelorInParadise,2022-11-15 02:54:19+00:00,Twitter for iPhone,0,0,2,0
1629,1592350239796912128,"#BachelorInParadise @BachParadise Spoilers: What happens on 'Bachelor on Paradise's finale &amp; reunion? Which couples get engaged or split? Who's still together? (SPOILERS) #TheBachelor #TheBachelorette #BachelorInParadise #BIP 
https://t.co/HSF0fPHAUd",BachelorInParadise Spoilers What happens on Bachelor on Paradise s finale amp reunion Which couples get engaged or split Who s still together SPOILERS TheBachelor TheBachelorette BachelorInParadise BIP,2022-11-15 02:54:16+00:00,Twitter Web App,0,0,0,0
1630,1592350236537950208,FINALLY BRITTANY AND TYLER SCREEN TIME #BachelorInParadise,FINALLY BRITTANY AND TYLER SCREEN TIME BachelorInParadise,2022-11-15 02:54:15+00:00,Twitter for iPhone,0,0,1,0
1631,1592350227050434560,#BachelorInParadise kinda iconic that Mara didn’t leave and stayed for the free vacation https://t.co/zGhcGdoUxd,BachelorInParadise kinda iconic that Mara didn t leave and stayed for the free vacation,2022-11-15 02:54:13+00:00,Twitter for iPhone,0,0,8,0
1632,1592350217067954176,"Just realized, I think this is most people we’ve had on the beach. But only one couple makes it out after paradise😂 what a shit show #BachelorInParadise",Just realized I think this is most people we ve had on the beach But only one couple makes it out after paradise what a shit show BachelorInParadise,2022-11-15 02:54:10+00:00,Twitter for iPhone,0,0,1,0
1633,1592350211388903424,Andrew is on his fourth chick. He did not come on this show to find love. He just wants to chill and hang with the bros.  #BachelorInParadise,Andrew is on his fourth chick He did not come on this show to find love He just wants to chill and hang with the bros BachelorInParadise,2022-11-15 02:54:09+00:00,Twitter Web App,0,0,9,0
1634,1592350210881380354,Question for the class: are Serene and Brandon still on the beach somewhere…or…? #BachelorInParadise https://t.co/6O0pkcGihC,Question for the class are Serene and Brandon still on the beach somewhere or BachelorInParadise,2022-11-15 02:54:09+00:00,Twitter for iPhone,0,1,1,0
1635,1592350208897085440,I’m wondering why Justin’s neighborhood looks so familiar☹️😂 forgot he was from Baltimore😂 #BachelorInParadise,I m wondering why Justin s neighborhood looks so familiar forgot he was from Baltimore BachelorInParadise,2022-11-15 02:54:08+00:00,Twitter Web App,0,0,0,0
1636,1592350159475806208,Jesus I hope no one refers to me as a cougar as soon as I turn 30 🥴 #BachelorInParadise,Jesus I hope no one refers to me as a cougar as soon as I turn 30 BachelorInParadise,2022-11-15 02:53:57+00:00,Twitter for iPhone,0,0,1,0
1637,1592350120032448512,"She 💯 does look down on you, Logan. Good instincts. #BachelorInParadise",She does look down on you Logan Good instincts BachelorInParadise,2022-11-15 02:53:47+00:00,Twitter for iPhone,0,0,1,0
1638,1592350110033522688,"Never saw spark between Andrew &amp; Jesenia. Looked like friend zone. Wish it worked out with him &amp; Teddy. But tired of everyone giving up with ""now there's no one here for me."" Obviously they're still bringing new people in so you don't know what could happen! #BachelorInParadise",Never saw spark between Andrew amp Jesenia Looked like friend zone Wish it worked out with him amp Teddy But tired of everyone giving up with now there s no one here for me Obviously they re still bringing new people in so you don t know what could happen BachelorInParadise,2022-11-15 02:53:45+00:00,Twitter for Android,0,0,6,0
1639,1592350107621466112,"I like Andrew, but I'm trying to wrap my mind around him moping around over Rodney and then dumping Jessenia because Ency brings new energy. #BachelorInParadise https://t.co/hJMvaDRHj5",I like Andrew but I m trying to wrap my mind around him moping around over Rodney and then dumping Jessenia because Ency brings new energy BachelorInParadise,2022-11-15 02:53:44+00:00,Twitter Web App,1,0,5,0
1640,1592350086474104834,What I picture the reaction of everyone watching when Ency makes her way to the beach is #BachelorInParadise https://t.co/U1SmDPUwu7,What I picture the reaction of everyone watching when Ency makes her way to the beach is BachelorInParadise,2022-11-15 02:53:39+00:00,Twitter for Android,0,0,0,0
1641,1592350076625879040,If Andrew destroys the possibility of him an Jessenia for this Ency chick I’m going to be pissed. She’s my least favorite woman he’s been with. This is like Jessenia and Ivan last year. #Shame #BIP #BachelorNation #bachelor #bachelorette #bachelorinparadiseabc #BachelorInParadise,If Andrew destroys the possibility of him an Jessenia for this Ency chick I m going to be pissed She s my least favorite woman he s been with This is like Jessenia and Ivan last year Shame BIP BachelorNation bachelor bachelorette bachelorinparadiseabc BachelorInParadise,2022-11-15 02:53:37+00:00,Twitter for iPhone,0,0,0,0
1642,1592350072758751233,Andrew and Jessiania are both boring. Most relationships have one boring and one crazy so makes sense Andrew wants something more #BachelorInParadise https://t.co/LUtFBwQ9H9,Andrew and Jessiania are both boring Most relationships have one boring and one crazy so makes sense Andrew wants something more BachelorInParadise,2022-11-15 02:53:36+00:00,Twitter for Android,0,0,0,0
1643,1592350057617010689,Another one pulling Logan. I seriously don’t get it. #BachelorInParadise,Another one pulling Logan I seriously don t get it BachelorInParadise,2022-11-15 02:53:32+00:00,Twitter Web App,0,0,0,0
1644,1592350040378724352,"TRUE FRIEND=LUCKY
AGREE???

#CristianoRonaldo #bomba #Ukraine
 #WWERaw
HAVE A SAFE FLIGHT JUNGKOOK
#SixTONES_声
#BachelorInParadise
Eagles
Kari Lake
#dwts
Katie Hobbs
Juliana
#AskSonic https://t.co/MqoYKY7Crg",TRUE FRIEND LUCKY AGREE CristianoRonaldo bomba Ukraine WWERaw HAVE A SAFE FLIGHT JUNGKOOK SixTONES BachelorInParadise Eagles Kari Lake dwts Katie Hobbs Juliana AskSonic,2022-11-15 02:53:28+00:00,Twitter for Android,0,0,2,0
1645,1592350034229874688,Lindsey dodging the Kate and Logan bullshit #BachelorInParadise https://t.co/apm6k0rO4P,Lindsey dodging the Kate and Logan bullshit BachelorInParadise,2022-11-15 02:53:27+00:00,Twitter for iPhone,0,0,7,0
1646,1592350021831516160,where does everyone sleep? couples must share beds right #bachelorinparadise,where does everyone sleep couples must share beds right bachelorinparadise,2022-11-15 02:53:24+00:00,Twitter Web App,0,1,0,0
1647,1592350016978694146,I must have missed something. I never saw a deep connection between Jessenia and Andrew. Surely she had to feel something was missing. #BachelorInParadise,I must have missed something I never saw a deep connection between Jessenia and Andrew Surely she had to feel something was missing BachelorInParadise,2022-11-15 02:53:23+00:00,Twitter for iPad,0,0,2,0
1648,1592350015795523586,"Logan: I think you look down on me.

Kate: What? No! 

Also Kate: My sister in christ Logan is broke and I don’t do broke. 

#BachelorInParadise",Logan I think you look down on me Kate What No Also Kate My sister in christ Logan is broke and I don t do broke BachelorInParadise,2022-11-15 02:53:22+00:00,Twitter for iPhone,0,0,10,0
1649,1592350013241561089,This was not the kind of Andrew content I was begging for when I said I wanted more andrew on my screen😔#BachelorInParadise https://t.co/T2kAsKoFHJ,This was not the kind of Andrew content I was begging for when I said I wanted more andrew on my screen BachelorInParadise,2022-11-15 02:53:22+00:00,Twitter for iPhone,1,0,4,0
1650,1592349968089886721,THIS SEASON IS SO BORING #BachelorInParadise https://t.co/e26OKu4w5Q,THIS SEASON IS SO BORING BachelorInParadise,2022-11-15 02:53:11+00:00,Twitter for iPhone,0,0,8,0
1651,1592349954127056896,"Justin getting slathered with butter
#bip #BachelorInParadise #wyatr @annahossnieh @ArdenMyrin #bachelorinparadiseabc https://t.co/OEeiB9ig99",Justin getting slathered with butter bip BachelorInParadise wyatr bachelorinparadiseabc,2022-11-15 02:53:08+00:00,Twitter for Android,0,0,3,0
1652,1592349943972646912,I hate when they bring people in but there’s no one left for them. It’s so uncool  #BachelorInParadise,I hate when they bring people in but there s no one left for them It s so uncool BachelorInParadise,2022-11-15 02:53:05+00:00,Twitter for iPhone,0,0,2,0
1653,1592349869095944194,I have no reaction to this breakup because the last and only thing I remember is them in the shower on their date 🤷🏻‍♀️ #BachelorInParadise,I have no reaction to this breakup because the last and only thing I remember is them in the shower on their date BachelorInParadise,2022-11-15 02:52:47+00:00,Twitter for iPhone,0,0,1,0
1654,1592349857603235841,Not sure how to feel about this break up because I feel like i know nothing about them as a couple. They got no air time. #BachelorInParadise,Not sure how to feel about this break up because I feel like i know nothing about them as a couple They got no air time BachelorInParadise,2022-11-15 02:52:45+00:00,Twitter for iPhone,0,0,6,0
