,id,text,clean_tweet,created_at,source,retweets,replies,likes,quote_count
10857,1579989761216970754,Romeo swooping in like a vulture to Sally 😭 #BachelorInParadise,Romeo swooping in like a vulture to Sally BachelorInParadise,2022-10-12 00:18:08+00:00,Twitter for iPhone,0,0,2,0
10858,1579989760810287104,"All of our thoughts on Salley: 

#BachelorInParadise https://t.co/qX7InuUVHQ",All of our thoughts on Salley BachelorInParadise,2022-10-12 00:18:08+00:00,Twitter for iPhone,2,0,15,0
10859,1579989758809624578,"Okay Sally, go off!!! #BachelorInParadise #BIP",Okay Sally go off BachelorInParadise BIP,2022-10-12 00:18:07+00:00,Twitter for iPhone,0,0,2,0
10860,1579989748554555392,And now Romeo ass 😒 #BachelorInParadise,And now Romeo ass BachelorInParadise,2022-10-12 00:18:05+00:00,Twitter for iPhone,0,0,0,0
10861,1579989745161359360,SALLEY ATE THEM TF UP #bachelorinparadise https://t.co/X1E3llfSvh,SALLEY ATE THEM TF UP bachelorinparadise,2022-10-12 00:18:04+00:00,Twitter Web App,5,0,63,0
10862,1579989741701038081,Genevieve  #BachelorInParadise https://t.co/aRKQTIk0CG,Genevieve BachelorInParadise,2022-10-12 00:18:03+00:00,Twitter for iPhone,0,0,2,0
10863,1579989740241440769,"#BachelorInParadise @BachParadise star Jill Chin weighs in on Kira Mengistu's Justin Glaze &amp; Salley Carson allegations #TheBachelor #BachelorInParadise #BIP 
https://t.co/TY5DuUmLHY",BachelorInParadise star Jill Chin weighs in on Kira Mengistu s Justin Glaze amp Salley Carson allegations TheBachelor BachelorInParadise BIP,2022-10-12 00:18:03+00:00,Twitter Web App,0,0,0,0
10864,1579989737632575489,The producers are so cruel to Salley. This is so toxic for this poor girl.  #BachelorInParadise,The producers are so cruel to Salley This is so toxic for this poor girl BachelorInParadise,2022-10-12 00:18:02+00:00,Twitter for iPhone,1,0,4,0
10865,1579989733970972672,SHANAE AND GEN GOT QUIET REAL QUICK WHEN SALLEY SAID “I GOT DIRT ON ALL OF YALL” 💀💀💀 #bachelorinparadise https://t.co/XjRmnge7Ki,SHANAE AND GEN GOT QUIET REAL QUICK WHEN SALLEY SAID I GOT DIRT ON ALL OF YALL bachelorinparadise,2022-10-12 00:18:02+00:00,Twitter for iPhone,7,1,86,0
10866,1579989730468728832,Aaron is really rubbing off on Genevieve lmao #BachelorInParadise,Aaron is really rubbing off on Genevieve lmao BachelorInParadise,2022-10-12 00:18:01+00:00,Twitter Web App,0,0,2,0
10867,1579989724491456512,"If you had told me that Genevieve and Shanae would be friends during #BachelorInParadise, I’d have laughed in your face.",If you had told me that Genevieve and Shanae would be friends during BachelorInParadise I d have laughed in your face,2022-10-12 00:17:59+00:00,Twitter for iPhone,0,0,4,0
10868,1579989720850780160,The ex keeps coming up because y’all keep bringing it up… #bachelorinparadise https://t.co/j7yyuU8Mx2,The ex keeps coming up because y all keep bringing it up bachelorinparadise,2022-10-12 00:17:58+00:00,Twitter for iPhone,0,0,9,0
10869,1579989720410787840,how is salley gonna be mad that she’s being filmed on a reality tv show? #BachelorInParadise,how is salley gonna be mad that she s being filmed on a reality tv show BachelorInParadise,2022-10-12 00:17:58+00:00,Twitter for iPhone,0,0,3,0
10870,1579989709866299392,DRAG THEM SALLEY YES GIRL TEAM SALLEY #bachelorinparadise,DRAG THEM SALLEY YES GIRL TEAM SALLEY bachelorinparadise,2022-10-12 00:17:56+00:00,Twitter for iPhone,1,0,5,0
10871,1579989708767375360,Well done Salley! Tell them all….  #BachelorInParadise https://t.co/9rhPvfq9qP,Well done Salley Tell them all BachelorInParadise,2022-10-12 00:17:56+00:00,Twitter for iPhone,0,0,2,0
